body,emotion
"So, the equation in line 382 includes contributions #2 and #3 from Reach et al. (2005). It doesn't include the first, which is the uncertainty in the background level. This is because background 
subtraction is not part of , and the ",1.0
The style used in the rest of this codebase for multi-line blocks is to use ... instead of curly braces.,1.0
That makes sense. I'll add a todo,1.0
Why not expose it right away?,1.0
This shouldn't affect the normal flow. It is required for IP Bypss flow. ,1.0
Any reason you want to get rid of the head cloning here? What if the template is doing something like... loading jquery?,1.0
"It does, as match with multiple properties is used in all cases.
I changed this in new commit anyway, to keep consistent with other multiple version fields already in fixture.",1.0
"As discussed previously, the interesting part here is that the *chooser* of the password controls the account once the email is verified.  So unlike our current implementation, an accidental click give 
the attacker *full* control. 

I think we need to m",1.0
"It seems like this section of code could be simplified if we just always return a thumbnail from our servers instead of sometimes linking somewhere else. The main benefit (not hitting the database if 
there's an external url?) is lost since we're now getti",1.0
This makes use of .,1.0
"Presumably this is going to have a global effect, which isn't that desirable. I don't really have a workaround for this, its merely an observation.",1.0
We should use the  variant here to better deal with hot code upgrades.,1.0
"if you had the row be the index of the centroid (ie, the centroids matrix would be, then this would be a call to  instead of ",1.0
"Theoretically, you should have 0 collisions at this point.",1.0
"As long as you're doing this, might as well make it something like:

This would make it backwards ",1.0
"Are these changes part of Dynamic configurations? If not, I can merge them separately. I assume they're for some IDE-generated files.",1.0
"""If you do not have VMWare installed, install VMWare player (free):""",1.0
"Sure, I'll fix it and send another pull request. I'm not up to snuff on older versions of Python. I didn't know 2.5 lacked support for named exceptions. ",0.0
"Sure we can do that and woud end up with 5 classes subclassing from one and it would be easy to do obviously, but i wanted to keep it to gather for now until this is the only concern.
Everything else is addressed and pushed and rebased with master so some",0.0
"I dislike this change, although it gets more compact it also gets less understandable :)",0.0
"It's not clear what's going on here. Maybe something like 'not-a-file' would be more clear. Or, it's probably better to just mock out to avoid touching the filesystem altogether.",0.0
"this will duplicate many things (as  contains the normalized record). It should probably be limited to .

Thus, looking at the raven client, it seems wrong. the params array is meant to contain params to f",0.0
There is no need of 'is' I think that checking should be enough,0.0
"I would rather that indentation always be +4, rather than +2 in some situations. I think I started that after reading PBB.",0.0
Why did this setting change?,0.0
Sorry for repeating myself ;) Could you please leave the old tests in there as well? That way we ensure there are no BC issues (or at least become aware were there any).,0.0
"This means that track will only get trackremoved if it has a teardown defined. I don't think that is right, and this should be moved outside this if block; maybe right below the  statement?",0.0
Remove space after commas.,0.0
"This link doesn't actually work.  Did you load it up and test it?  The link has to be.  (make the page name lowercase to fit in with everything else, and name it to make sure it goes through spring)",0.0
"I don't agree with you about this one. This is not premature optimization. We don't need to load it, why loading it ? This is just good sense :p.",0.0
"We're using phpdoc for comments, not one-liners.",0.0
This isn't thread safe,0.0
The notebook is currently broken in this branch.  Due to typo here: should be .,0.0
"yeah, there is a local Set class for the redis Set command, so if I want it
to have the right return type, I need immutable.",0.0
